dataset,Class,simple.classes,simple.attributes,simple.numeric,simple.nominal,simple.samples,simple.dimensionality,simple.numeric_rate,simple.nominal_rate,simple.symbols_min,simple.symbols_max,simple.symbols_mean,simple.symbols_sd,simple.symbols_sum,simple.class_prob_min,simple.class_prob_max,simple.class_prob_mean,simple.class_prob_sd,statistical.skewness,statistical.skewness_prep,statistical.kurtosis,statistical.kurtosis_prep,statistical.abs_cor,statistical.cancor_1,statistical.fract_1,inftheo.class_entropy,inftheo.normalized_class_entropy,inftheo.attribute_entropy,inftheo.normalized_attribute_entropy,inftheo.joint_entropy,inftheo.mutual_information,inftheo.equivalent_attributes,inftheo.noise_signal_ratio,modelbased.nodes,modelbased.leaves,modelbased.nodes_per_attribute,modelbased.nodes_per_instance,modelbased.leaf_corrobation,modelbased.level_min,modelbased.level_max,modelbased.level_mean,modelbased.level_sd,modelbased.branch_min,modelbased.branch_max,modelbased.branch_mean,modelbased.branch_sd,modelbased.attribute_min,modelbased.attribute_max,modelbased.attribute_mean,modelbased.attribute_sd,landmarking.naive_bayes,landmarking.stump_min,landmarking.stump_max,landmarking.stump_mean,landmarking.stump_sd,landmarking.stump_min_gain,landmarking.stump_random,landmarking.nn_1,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,t2,edges,degree,density,maxComp,closeness,betweenness,clsCoef,hubs,avgPath,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.coef_min,ela_meta.lin_w_interact.coef_max,ela_meta.quad_simple.adj_r2,ela_disp.ratio_mean_02,ela_disp.ratio_median_02,ela_disp.diff_mean_02,ela_disp.dist_all_mean,ela_ic.h_max,ela_ic.eps_s,ela_ic.eps_ratio,ela_ic.h_zero,ela_ic.m0,ela_cm.mean_ofs_10,ela_cm.sd_ofs_10,ela_cm.n_cells,ela_cm.coverage,ela_lc.r_pearson_dist_centroid,ela_lc.r_pearson_nn,ela_lc.y_std,ela_lc.y_skewness,ela_lc.y_kurtosis,nbc.nn_nb.dist.ratio.mean,nbc.nn_nb.dist.ratio.sd,nbc.nb.fitness.ratio.mean,nbc.nb.fitness.ratio.sd,nbc.n_candidates,nbc.dist.ratio.coeff_var,fdc.r,fdc.p_value,fdc.dist.mean,fdc.dist.sd,fdc.slope,gh.mean,gh.sd,gh.norm.mean,gh.norm.sd,gh.angle.mean,gh.neg_ratio,ls.mean,ls.min,ls.max,ls.ratio,ls.log_mean,ls.lml,sample.n,sample.y_min,sample.y_max,sample.y_mean
1065_kc3,Tuning,2.0,39.0,39.0,0.0,458.0,0.085153,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.093886,0.906114,0.5,0.574331,2.587199,2.587199,14.705653,14.705653,0.564353,0.537445,1.0,0.311439,0.449311,0.73937,0.242853,0.311439,0.030952,10.062047,22.887771,6.0,7.0,0.153846,0.0131,0.142857,2.0,4.0,3.0,1.154701,3.0,5.0,4.0,0.816497,0.0,1.0,0.153846,0.365518,0.847162,0.906114,0.91048,0.906449,0.001067,0.906114,0.906114,0.884279,0.708,8.929,1.3e-05,0.286,0.644,0.19,0.094,0.5,0.19,0.413,0.118,0.332,0.998,11.744,17213.0,75.165939,0.164477,415.0,4.3e-05,545.331878,0.303781,0.787374,3.894442,0.3050011074429019,0.181424815902618,-0.0052302608902555,0.0056852678932072,0.5105185132439178,0.5787486629120826,0.5684165527172753,-6.552309987530311,15.676455979677897,2.190344579152593,1e-05,49999.9950000005,2.190118641673205,0.6299209973665789,0.1050347378772332,0.0145984881577576,25.0,1.0,0.1160308381771818,0.8811905208302241,0.12116472584805,2.678998982323134,6.567824478743008,70.55639543474715,221.33548978477856,0.9032643051461868,0.1051211392806412,3.3333333333333335e-05,3.1370010956621743,-0.4330049912932023,0.0,14.290494899459356,6.538796986540455,-0.0080234702330452,-7.669974402544951e-06,0.3445410359713488,0.1447342762229541,0.357446630065198,78.82652911899656,0.2443666666666666,1.7318255793113726,1.295446518297648,2.168204640325097,1.6737121986113874,0.2385041499465627,-166.11319283931175,30000.0,0.464659197012138,0.724016016663075,0.5117359741075918
1066_kc1-binary,Defaults,2.0,86.0,86.0,0.0,145.0,0.593103,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.413793,0.586207,0.5,0.121915,2.319703,2.319703,10.788349,10.788349,0.421319,0.910263,1.0,0.678209,0.978449,0.735869,0.296136,0.678209,0.055605,12.19701,12.233972,4.0,5.0,0.046512,0.027586,0.2,2.0,2.0,2.0,0.0,2.0,5.0,3.8,1.30384,0.0,1.0,0.046512,0.211825,0.682759,0.586207,0.772414,0.693504,0.069455,0.586207,0.744828,0.717241,0.917,11.311,0.0,0.359,1.0,0.644,0.262,0.203,0.421,0.78,0.283,0.224,1.0,1.686,1437.0,19.82069,0.137644,85.0,9.8e-05,76.082759,0.236058,0.760179,3.367507,0.4569950788752299,0.2108956417547865,-0.0151250082952506,0.0120277463646701,0.6569010872412027,1.752834201566603,1.7109818232400278,6.330822979629932,15.594453849694156,1.8084463686460133,0.01,49.999999995,1.735986361965538,0.6737557918597287,0.2311926072369328,0.0264405807939667,25.0,1.0,0.0377415762362022,0.9583559632711928,0.2477204439237701,1.5186808115945098,0.6170653860710473,85.30560625304308,295.9377600301206,0.755154161760421,0.1553286250186117,6.666666666666667e-05,3.4691478441906067,-0.3549995535358633,0.0,12.430013054630273,5.328148422809168,-0.016504991074418,0.000131809373503,0.2491202413497312,0.1929258027172108,0.41716489461299,81.41838223802395,0.1704,2.4226181705638763,1.2609067994161214,3.584329541711631,2.84266017390703,0.384284970272881,-113.7568776041189,30000.0,0.4725,0.818518518518519,0.5457542283950617
1067_kc1,Tuning,2.0,21.0,21.0,0.0,2109.0,0.009957,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.154576,0.845424,0.5,0.488504,3.796243,3.796243,34.634973,34.634973,0.707575,0.467723,1.0,0.430565,0.621173,0.747348,0.195199,0.430565,0.04141,10.397722,17.047733,7.0,8.0,0.333333,0.003319,0.125,2.0,6.0,3.5,1.914854,2.0,5.0,4.5,1.069045,0.0,1.0,0.333333,0.483046,0.825036,0.845424,0.845424,0.845424,0.0,0.845424,0.845424,0.84495,0.533,3.934,0.001,0.009,0.042,0.31,0.155,0.5,0.366,0.679,0.261,0.414,0.986,100.429,362224.0,343.503082,0.162952,1783.0,1e-06,1771.630631,0.274453,0.734393,3.295469,0.3696568736868102,0.2299239851115328,-0.0091126079391357,0.0102041057084179,0.583145868846239,0.403032879096205,0.3907238103804067,-9.243726426651474,15.643538508733547,2.3209255831033415,0.01,49.999999995,2.1595617867572163,0.4795493183106104,0.1736732097879784,0.0259361244859741,25.0,1.0,-0.1219569980523537,0.9668177195448272,0.1945942158462637,1.5966339931585094,1.364499355270646,58.0488535223429,163.18723177617468,0.8966305544733545,0.1092432798228877,3.3333333333333335e-05,2.811205077691352,-0.3310340882954723,0.0,16.043116575001,7.317333416270345,-0.0088033283687552,0.0002828387967625,0.3809791563678013,0.1583251109704685,0.2822797390474332,76.65393250595952,0.2601333333333333,2.206142804442192,1.8533986543889855,2.5588869544953976,1.380645738807667,0.3436336210571926,-80.93866891117116,30000.0,0.477364563429455,0.644892580921047,0.5159433943112924
1068_pc1,Tuning,2.0,21.0,21.0,0.0,1109.0,0.018936,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.069432,0.930568,0.5,0.608915,5.560927,5.560927,69.03357,69.03357,0.667721,0.386223,1.0,0.252167,0.3638,0.363026,0.103825,0.252167,0.013649,18.475103,25.597212,5.0,6.0,0.238095,0.004509,0.166667,2.0,4.0,2.5,1.0,3.0,5.0,3.833333,0.983192,0.0,1.0,0.238095,0.436436,0.889991,0.930568,0.935978,0.930955,0.001293,0.930568,0.930568,0.920649,0.248,5.838,4e-06,0.053,0.237,0.14,0.069,0.5,0.138,0.517,0.087,0.387,0.993,52.81,101391.0,182.851217,0.165028,1032.0,1e-05,1433.893598,0.318676,0.773848,3.981515,0.3676905879145902,0.1476427916254524,-0.00370935369285,0.0088944532555635,0.558068598186728,0.500238189898806,0.4551907766821652,-7.618549709921759,15.694899180970497,2.2031537721543,0.001,499.9999995,2.1433784750684044,0.5421847394913164,0.115573669238848,0.0174696294180949,25.0,1.0,-0.0566402925393117,0.8184296780368545,0.1379170394277849,1.9199995409608464,3.008922863570459,68.96794648156684,209.45600587965728,0.8511795849325926,0.1698412686913582,3.3333333333333335e-05,3.03700510983948,-0.4722469814422663,0.0,12.104287567385464,4.895035133967067,-0.0133054742087816,0.0002700989677606,0.3475093618777112,0.2409525313118469,0.4729743190692388,78.61615261793186,0.2354666666666666,1.3722934709748034,0.6728048053540746,2.071782136595532,3.079321253512961,0.1374469970822823,-225.11825181961711,30000.0,0.487421383647799,0.657809618385587,0.5124084572279757
1069_pc2,Tuning,2.0,36.0,36.0,0.0,5589.0,0.006441,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.004115,0.995885,0.5,0.701287,10.228512,10.228512,377.406224,377.406224,0.511614,0.341067,1.0,0.026712,0.038537,0.401288,0.092945,0.026712,0.002956,9.036328,134.750946,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.707107,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.972088,0.995885,0.995885,0.995885,0.0,0.995885,0.995885,0.992127,1.066,18.799,0.0,0.336,0.618,0.009,0.004,0.5,0.011,0.057,0.008,0.424,0.988,155.25,3043051.0,1088.942924,0.194872,5566.0,7e-06,5526.462158,0.325794,0.777504,2.994354,0.0801595932557759,0.1317345907399782,-0.0013377806147312,0.0016692611761891,0.1513486549969258,0.4172909193185624,0.3922697898609725,-9.183947044036902,15.6341623259509,2.17939952861862,0.0,500000000000.0,2.17939952861862,0.6312210407013568,0.0421886686956292,0.0087312687474145,25.0,1.0,0.0783766224481373,0.5899817480606504,0.0657900920134228,5.274997120606924,34.256895058316694,76.04584172919878,309.31477590962396,0.9394855975722196,0.1225290828817845,3.3333333333333335e-05,4.067477838053234,-0.3071736894374751,0.0,18.383809722307028,7.865146074796054,-0.0025693068788979,0.0001680162866579,0.3351196542224798,0.0959740280780418,0.3374258982168507,78.56436252187422,0.245,1.27460801335869,1.2049884388995082,1.3442275878178715,1.115552269567343,0.1053766445274616,-227.1117816129696,30000.0,0.48433734939759,0.614629948364888,0.5014865247278509
1071_mw1,Tuning,2.0,37.0,37.0,0.0,403.0,0.091811,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.076923,0.923077,0.5,0.598321,1.991251,1.991251,11.087073,11.087073,0.480686,0.510496,1.0,0.271189,0.391244,0.930843,0.310723,0.271189,0.027158,9.985627,33.275129,2.0,3.0,0.054054,0.004963,0.333333,2.0,2.0,2.0,0.0,2.0,3.0,2.666667,0.57735,0.0,1.0,0.054054,0.229243,0.833747,0.923077,0.92804,0.923278,0.000902,0.923077,0.925558,0.873449,0.658,7.521,3e-06,0.362,0.851,0.156,0.077,0.5,0.181,0.582,0.136,0.357,1.0,10.892,12813.0,63.588089,0.158179,372.0,6.6e-05,528.253102,0.251653,0.772783,4.068936,0.2661207854481929,0.1912451675260564,-0.0059340004529824,0.0059775349498237,0.4529501472521337,0.5659194409483858,0.5559771921824851,-6.825969770771364,15.640491156171745,2.2160020856768874,0.001,499.9999995,2.184605366709983,0.568952298409947,0.1144174915314731,0.0168541053410091,25.0,1.0,0.1133302849644236,0.8536025481039421,0.1421608499442536,2.8421466717295756,7.472667113345473,69.8938430258048,157.6272060826685,0.9041515687606756,0.1228150695240871,3.3333333333333335e-05,2.255237360814032,-0.4297300371332929,0.0,14.89464245725491,6.9458430744173265,-0.0087951822873134,1.1913826624906082e-05,0.3402640729977437,0.1862284698348537,0.4797995414232482,78.67391623077486,0.2418333333333333,1.7351172856328378,1.3818032298053329,2.088431341460343,1.511381140535507,0.2393288363499539,-174.41917094609238,30000.0,0.465139263252471,0.707996406109614,0.5116697717214069
1073_jEdit_4.0_4.2,Defaults,2.0,8.0,8.0,0.0,274.0,0.029197,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.489051,0.510949,0.5,0.015484,4.213328,4.213328,33.820364,33.820364,0.306971,0.52327,1.0,0.692907,0.999654,0.655495,0.231361,0.692907,0.039057,17.740802,15.78291,5.0,6.0,0.625,0.018248,0.166667,2.0,2.0,2.0,0.0,2.0,6.0,4.333333,1.632993,0.0,2.0,0.625,0.744024,0.69708,0.543796,0.740876,0.648266,0.059999,0.543796,0.609489,0.664234,0.298,14.17,0.051,0.018,0.066,0.795,0.358,0.359,0.504,0.794,0.336,0.305,1.0,34.25,4551.0,33.218978,0.121681,140.0,2.6e-05,132.839416,0.201067,0.770793,3.004008,0.4616523966827662,0.3252695579490839,-0.0095943223759255,0.0214354590906384,0.7345565241457811,1.0647430177194088,1.032911628765972,0.9061622684548976,15.661408597127323,2.902841663942329,0.01,49.999999995,2.7449569567241996,0.2031401046701556,0.2747832200249926,0.0294212184935637,25.0,1.0,-0.3954336210158841,0.9411083663678604,0.298876713189904,0.37286188014127,-1.5622716908748575,11.984582983998708,49.50922819379758,0.7495214625407493,0.2263039778951337,0.0001666666666666,4.131076422091283,-0.2515537364025568,0.0,20.58922920404636,8.45194898979283,-0.0088953828770767,0.0014577896827064,0.6916494896790387,0.4417799884900685,0.502969298038772,65.58729275888751,0.4727,1.7265719352477256,1.486865231482092,1.966278639013359,1.3224323209522293,0.2371846773456285,-160.90626040876845,30000.0,0.48760162601626,0.815142276422764,0.594157445799458
1075_datatrieve,Tuning,2.0,8.0,8.0,0.0,130.0,0.061538,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.084615,0.915385,0.5,0.587443,1.330007,1.330007,5.277147,5.277147,0.618744,0.421726,1.0,0.289899,0.418237,0.957921,0.399484,0.289899,0.034667,8.362505,26.632409,1.0,2.0,0.125,0.007692,0.5,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.125,0.353553,0.846154,0.915385,0.923077,0.916346,0.00272,0.915385,0.923077,0.892308,0.733,8.533,0.125,0.208,0.9,0.17,0.085,0.5,0.177,0.209,0.108,0.346,0.923,16.25,1255.0,19.307692,0.149672,119.0,0.000481,174.492308,0.289092,0.749117,4.230736,0.103932507009713,0.197353496787087,-0.0017624304344503,0.0030984123313461,0.1768236790539854,0.5341623309381468,0.5446798695509145,-7.336557141526628,15.639497041439997,1.381194025219487,0.01,49.999999995,1.365795096696289,0.7862262075402513,0.0647261331837197,0.0120940258129868,25.0,1.0,0.0090467297785269,0.6240563936730023,0.0959779463939241,3.9624864670720146,17.23559524407369,107.9632280532333,262.9364708191425,0.8833789849718683,0.1273241482346758,0.0001,2.435426168338486,-0.3539976444655511,0.0,15.665554425086937,7.118475845438562,-0.0047726702632447,1.0107180720067903e-05,0.1725453380124176,0.1649092594927448,0.4823703881468902,84.07318488118875,0.1205,1.2053587314832388,0.5884708176644666,1.8222466453020112,3.096579457467542,0.0811163182124616,-257.8135057762464,30000.0,0.439550264550265,0.786772486772487,0.5080871604938272
1100_PopularKids,Defaults,3.0,10.0,6.0,4.0,478.0,0.020921,0.6,0.4,2.0,9.0,3.8,2.949576,19.0,0.188285,0.516736,0.333333,0.167551,0.44569,1.678991,2.202891,6.239706,0.248379,0.328771,0.524743,1.015684,0.924516,1.17905,0.581071,1.426036,0.02075,48.948155,55.821113,8.0,9.0,0.8,0.016736,0.111111,2.0,6.0,3.2,1.788854,2.0,6.0,4.777778,1.20185,0.0,3.0,0.8,1.032796,0.543933,0.516736,0.516736,0.516736,0.0,0.516736,0.516736,0.560669,0.084,0.315,1.917,0.013,0.013,0.638667,0.316333,0.474333,0.773,1.404,0.658,0.526,0.995,39.2,9261.0,38.748954,0.081235,247.0,7e-06,113.774059,0.16743,0.600961,2.262664,0.3409219963431094,0.3174488517360292,-0.0118535397446943,-0.0023495113181765,0.6005170620991122,0.5042622424458695,0.5057812618622669,-7.70575080642582,15.65675419100505,2.2931547113845707,0.01,49.999999995,2.0866139681437166,0.4961165372179072,0.1499461856479446,0.0233866577105943,25.0,1.0,0.0274487099833939,0.8941885563570293,0.1791787079744423,0.3206417975118676,0.2471465237042434,60.55050392607792,138.77300786333856,0.7736805095759973,0.2245521233324502,3.3333333333333335e-05,2.291855539844144,0.1758007627548567,8.463752025651105e-207,12.468822038358642,5.3016527578526045,0.0059412864511624,7.163180003059276e-05,0.3645014716614403,0.2632246651820136,0.4869824352900299,77.49123332556498,0.2588333333333333,0.9660519561510822,0.7759322900867593,1.156171622215405,1.4900418979659165,-0.0149995157549371,-254.435332340084,30000.0,0.271324863883848,0.451567632363156,0.3284178923975539
1115_teachingAssistant,Tuning,3.0,6.0,2.0,4.0,151.0,0.039735,0.333333,0.666667,2.0,26.0,11.6,12.700394,58.0,0.324503,0.344371,0.333333,0.010116,0.285015,4.177003,2.076022,22.366793,0.489219,0.767461,0.517663,1.098306,0.999721,1.588005,0.710919,2.070442,0.133606,8.220498,10.88575,9.0,10.0,1.5,0.059603,0.1,2.0,6.0,3.6,1.67332,2.0,6.0,5.0,1.247219,0.0,3.0,1.5,1.378405,0.701987,0.377483,0.503311,0.43819,0.052717,0.410596,0.423841,0.609272,8.251,0.662333,1.285,0.338,0.563,0.657,0.333333,0.5,0.629,0.735,0.371,0.45,0.914,25.167,725.0,9.602649,0.064018,28.0,5e-05,8.119205,0.089136,0.793922,2.547619,0.465922363304855,0.2965621616036328,-0.011710803385809,0.0150787903828912,0.6395903268153745,1.153492171205392,1.1552557583238012,1.975977531778895,15.690417703860254,2.7210989481833505,0.01,49.999999995,2.6794491473941715,0.4101470049001633,0.2168416180144803,0.0235505751642946,25.0,1.0,-0.1642504234146743,0.9187333905886576,0.2437980873254189,1.0813056070641975,-0.4728448406110623,23.627677597803363,74.18259992973188,0.8254402759173401,0.1251728173836101,6.666666666666667e-05,3.1396483900146586,-0.3386835928711229,0.0,15.176551700543218,7.021161186439371,-0.0117601252599403,0.0001960807752457,0.6029436040026215,0.3948436466080514,0.5012099052873478,68.18123727092441,0.4194666666666666,3.0577328154592425,0.2890555792101331,5.8264100517083515,20.156711963869764,0.4853995341041749,-211.49277203439536,30000.0,0.284722222222222,0.662830687830688,0.3973191424162255
1121_badges2,Tuning,2.0,11.0,8.0,3.0,294.0,0.037415,0.727273,0.272727,2.0,2.0,2.0,0.0,8.0,0.285714,0.714286,0.5,0.303046,0.879203,1.170131,3.591574,6.470265,0.238791,1.0,1.0,0.59827,0.863121,0.960701,0.4973,0.681488,0.076856,7.784264,11.499966,1.0,2.0,0.090909,0.003401,0.5,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.090909,0.301511,1.0,0.714286,1.0,0.755102,0.085833,0.714286,1.0,1.0,0.061,1.547,0.07,0.973,0.973,0.000231,0.0,0.0,0.014,0.16,0.0,0.0,0.721,26.727,4378.0,29.782313,0.101646,210.0,3.1e-05,257.996599,0.27774,0.795673,4.453224,0.483890864122133,0.2651639067649304,-0.0227589592640264,0.0254005305047768,0.6753348585381169,1.7749926519279473,1.752156471326244,6.58605101598263,15.632994511934507,0.9581927375751,0.01,49.999999995,0.952415182756422,0.8773959131971065,0.387983937800672,0.0416666666665833,25.0,1.0,-0.1226542123755821,0.9978584567118514,0.4261098635800151,1.033236966746701,-0.866594695065869,27.80666048878858,55.45638017450994,0.8675440782927732,0.2132503203934599,0.7002333333333334,1.994355999594684,0.3772557265911386,0.0,15.070625226022392,6.865486712870885,0.02341480291787,0.0017159452840492,0.1062210244551675,0.0614255031649995,0.2549464435783892,84.75481956119488,0.0822333333333333,1.9675663522435265,1.6905493807649434,2.2445833237221096,1.327724199754016,0.2939293869918474,-151.52234046144014,30000.0,0.5,1.0,0.6331929203331164
1167_pc1_req,Defaults,2.0,8.0,7.0,1.0,320.0,0.025,0.875,0.125,2.0,3.0,2.5,0.707107,5.0,0.334375,0.665625,0.5,0.234229,2.13844,3.919587,11.674521,31.438188,0.291523,0.322516,1.0,0.637234,0.919334,0.658517,0.233067,0.646353,0.010621,59.999957,61.003957,5.0,6.0,0.625,0.015625,0.166667,2.0,4.0,3.333333,1.154701,3.0,4.0,3.666667,0.516398,0.0,2.0,0.625,0.744024,0.665625,0.665625,0.665625,0.665625,0.0,0.665625,0.665625,0.634375,0.163,0.242,0.0,0.024,0.063,0.777,0.389,0.5,0.675,0.891,0.532,0.313,0.984,15.75,5921.0,37.00625,0.116007,213.0,2.4e-05,122.934375,0.220617,0.655555,2.473425,0.4168705598401749,0.4667194868753306,-0.00710091237708,-0.0061398021238079,0.5961318625028171,0.5588234295616616,0.5488386869422958,-6.868277002863648,15.679600867558683,2.261051034264441,0.01,49.999999995,2.121015713339706,0.5186172872429081,0.1023863997276899,0.0140247115300962,25.0,1.0,0.0405548068690491,0.7868656550454892,0.1258979612095358,-0.5523243909317602,-0.095521831708087,64.16144387795327,141.85164442713778,0.8491728303727866,0.1403191620133312,3.3333333333333335e-05,2.210854928654087,0.317960255474117,0.0,17.88128062501962,7.711618355362425,0.0051898361300756,0.000108589041056,0.3557018271481637,0.2716646360767615,0.4401768456905343,78.20561628296241,0.2541,1.2497087543699397,0.6231066395822825,1.876310869157597,3.011219508770481,0.0968088121222088,-235.23134158186923,30000.0,0.311387163561077,0.668495514147688,0.4781400161030595
11_balance-scale,Tuning,3.0,4.0,4.0,0.0,625.0,0.0064,1.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0784,0.4608,0.333333,0.220779,0.373424,0.373424,2.003462,2.003462,0.236134,0.822601,0.999058,0.913649,0.831639,1.609438,0.5,0.913649,0.09382,9.738265,16.154444,12.0,13.0,3.0,0.0192,0.076923,2.0,8.0,4.8,3.03315,4.0,6.0,4.846154,0.688737,1.0,4.0,3.0,1.414214,0.9088,0.6352,0.6352,0.6352,0.0,0.6352,0.6352,0.8064,0.204,0.161356,3.0,0.0,0.0,0.625,0.333333,0.5,0.317,0.677,0.208,0.327,0.914,156.25,23303.0,74.5696,0.119503,288.0,5e-06,111.7232,0.238548,0.585038,1.819396,0.4667405309611968,0.3453418499306552,-0.016214279227784,0.0134453593281695,0.7169023811674187,0.7089097399511756,0.6317376413592138,-4.2133078824889,15.604015555462516,2.827050772905821,0.01,49.999999995,2.4246439334176295,0.1586719557318577,0.2302645069939921,0.03659369674325,25.0,1.0,-0.2091555652203929,0.8808902147936728,0.2649979747878761,0.6768757404281971,-0.2104996413848474,2.919718278196374,13.220152699865531,0.8490854765727923,0.2313531000989864,0.1466666666666666,4.527886405543078,0.5765415410822642,0.0,20.4063876573161,8.334650006413915,0.0183307710235131,0.001206882081276,0.6075786079064658,0.5255959192310208,0.6478065649180923,67.4020300846604,0.4493666666666667,1.3717577994666454,1.0484225239718294,1.6950930749614614,1.61680337478651,0.1372774381636377,-218.98893716662127,30000.0,0.333333333333333,1.0,0.5636039367144284
13_breast-cancer,Tuning,2.0,9.0,0.0,9.0,286.0,0.031469,0.0,1.0,2.0,11.0,4.3,2.983287,43.0,0.297203,0.702797,0.5,0.286799,0.0,3.143176,3.0,21.165878,0.286746,0.468648,1.0,0.608476,0.877845,1.043799,0.797878,1.628801,0.023474,25.921312,43.466269,8.0,9.0,0.888889,0.027972,0.111111,2.0,6.0,4.0,1.632993,3.0,5.0,4.444444,0.881917,0.0,3.0,0.888889,1.054093,0.758741,0.702797,0.723776,0.709013,0.009378,0.702797,0.72028,0.678322,0.021,0.849,0.667,0.003,0.007,0.586,0.297,0.5,0.437,0.865,0.357,0.392,1.0,31.778,5926.0,41.440559,0.145405,102.0,1.6e-05,11.454545,0.233062,0.693721,1.455446,0.2873723030906667,0.2568092372871933,-0.0076124096748648,0.0049432461472897,0.5007255399772764,0.5766809009737691,0.5730454399635095,-6.6258027063913385,15.66241673672155,2.30536994303032,0.01,49.999999995,2.2005094465916266,0.5300510017000567,0.1209900211985573,0.0179382477294132,25.0,1.0,0.1240230335437198,0.8656388338249552,0.1468474982079152,2.3977543368352716,4.893530260602116,66.93612168367183,160.54260395986452,0.8734649124936114,0.1086302106721772,3.3333333333333335e-05,2.3984449639696463,-0.2653263578254726,0.0,12.099163918660029,4.960364777376706,-0.0078544981261073,1.5931707910413073e-05,0.3568325341581741,0.196253424051599,0.4561561416985192,78.16289054548005,0.2492666666666666,1.3884210779699069,1.294559951489084,1.4822822044507291,1.145008543439468,0.142521198183593,-192.81204953377727,30000.0,0.449308328291994,0.685793002621496,0.5100279566948982
1442_MegaWatt1,Tuning,2.0,37.0,37.0,0.0,253.0,0.146245,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.106719,0.893281,0.5,0.556183,1.707479,1.707479,8.381491,8.381491,0.458417,0.521175,1.0,0.339601,0.489941,1.003954,0.3621,0.339601,0.030069,11.294025,32.388261,2.0,3.0,0.054054,0.007905,0.333333,2.0,2.0,2.0,0.0,2.0,3.0,2.666667,0.57735,0.0,1.0,0.054054,0.229243,0.798419,0.893281,0.901186,0.893601,0.001437,0.893281,0.893281,0.814229,0.578,2.621,2e-06,0.237,1.0,0.216,0.107,0.5,0.249,0.694,0.186,0.356,1.0,6.838,4541.0,35.897233,0.142449,226.0,0.000116,328.316206,0.278352,0.781078,4.263284,0.2489181265338323,0.2144983532075214,-0.0049227423062855,0.0055154283766704,0.4157818135924019,2.203128609050236,2.2277555378693,8.296457916350901,15.668985673167189,1.600091496052107,0.001,499.9999995,1.5879220355743406,0.7321910730357679,0.1016976178705013,0.0142261397176947,25.0,1.0,0.1056879988755136,0.7920591983951353,0.1288176831758707,3.0064217275879153,8.790473903249497,97.92755583668348,367.26166183839314,0.9050765294063752,0.1209597711589458,3.3333333333333335e-05,3.75034032760791,-0.3840260689480835,0.0,13.40089409187582,6.073886446906798,-0.0081443552441552,0.0001449846396183,0.2137923729658991,0.1911038802497582,0.5091370450967513,82.66365987039893,0.1519333333333333,2.4501492454009988,0.8951810504874913,4.005117440314506,4.474086485777323,0.3891925392545007,-157.05649105710043,30000.0,0.45324846356453,0.728276509608819,0.5122138785240464
1443_PizzaCutter1,Tuning,2.0,37.0,37.0,0.0,661.0,0.055976,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.078669,0.921331,0.5,0.595852,3.313726,3.313726,19.602723,19.602723,0.495604,0.496889,1.0,0.275506,0.397471,0.609075,0.186942,0.275506,0.017856,15.429559,33.110947,6.0,7.0,0.162162,0.009077,0.142857,2.0,2.0,2.0,0.0,2.0,7.0,4.857143,1.9518,0.0,1.0,0.162162,0.373684,0.889561,0.921331,0.931921,0.921863,0.002261,0.921331,0.921331,0.907716,0.438,3.404,0.0,0.389,0.852,0.163,0.079,0.5,0.151,0.499,0.092,0.365,1.0,17.865,34278.0,103.715582,0.157145,609.0,2.5e-05,874.251135,0.37733,0.778236,4.102854,0.3876206218772199,0.0866828898215243,-0.0052601187903987,0.0093625697665579,0.5871752908890835,1.5999396232317646,1.582847136720697,5.5852417146135505,15.616874813906357,1.868486678737284,0.01,49.999999995,1.7905611845609832,0.6532884429480983,0.1334472192875518,0.0217251483057332,25.0,1.0,-0.0304953863984014,0.8982326912749539,0.1489016913380556,2.2165990806288827,4.716029235238626,84.42886534520785,162.89667306463056,0.6230287596775514,0.2020561356712754,3.3333333333333335e-05,1.9293955023389944,-0.2018635724194369,2.342483891395358e-273,11.919782771864162,4.83934633280517,-0.0062112015334032,0.0002522683160685,0.2624692985602486,0.1958161127850411,0.3831416980456985,81.09650882106838,0.1860666666666666,1.359051216900371,0.9688161060452724,1.7492863277554698,1.8055917081047377,0.133235823765985,-211.81539717810463,30000.0,0.497257751356112,0.783044221261434,0.5222616175430519
